//Fox Cave

// // Minefield <-> Room1
//27,	72,	70,	220,	1,	6
//27,	72,	71,	220,	1,	7
//220,	0,	6,	27,	71,	70
//220,	0,	7,	27,	71,	71

// // Room1 <-> Room2
0,	29,	6,	1,	1,	25
0,	29,	7,	1,	1,	26
1,	0,	25,	0,	28,	6
1,	0,	26,	0,	28,	7

// // Room2 <-> Room3
1,	29,	24,	2,	1,	5
1,	29,	25,	2,	1,	6
1,	29,	26,	2,	1,	7
2,	0,	5,	1,	28,	24
2,	0,	6,	1,	28,	25
2,	0,	7,	1,	28,	26

// // Room3 <-> Room4
2,	29,	11,	3,	1,	9	
2,	29,	12,	3,	1,	10
2,	29,	13,	3,	1,	11
3,	0,	9,	2,	28,	11
3,	0,	10,	2,	28,	12
3,	0,	11,	2,	28,	13

// // Room3 <-> Room5
2,	0,	25,	4,	28,	4
2,	0,	26,	4,	28,	5
2,	0,	27,	4,	28,	6
4,	29,	4,	2,	1,	25
4,	29,	5,	2,	1,	26
4,	29,	6,	2,	1,	27

// // Room5 <-> Room1
4,	0,	7,	0,	28,	21
4,	0,	8,	0,	28,	22
4,	0,	9,	0,	28,	23
0,	29,	21,	4,	1,	7
0,	29,	22,	4,	1,	8
0,	29,	23,	4,	1,	9

// // Room1 <-> Room6
0,	6,	29,	5,	8,	1
0,	7,	29,	5,	9,	1
0,	8,	29,	5,	10,	1
5,	8,	0,	0,	6,	28
5,	9,	0,	0,	7,	28
5,	10,	0,	0,	8,	28
