//source,x,y,destination,x,y

//Region 0

// //Tutorial
144,	5,	27,	145,	8,	12
145,	7,	13,	144,	5,	28
145,	8,	13,	144,	5,	28
145,	9,	13,	144,	5,	28
144,	59,	17,	153,	8,	18
144,	60,	17,	153,	9,	18
153,	8,	19,	144,	59,	18
153,	9,	19,	144,	60,	18

// // Tutorial2 to Tents
166,	24,	10,	167,	8,	12
167,	8,	13,	166,	24,	11
166,	30,	13,	168,	8,	12
168,	8,	13,	166,	30,	14

// // Tutorial Pathways
166,	5,	34,	169,	4,	1
166,	6,	34,	169,	5,	1
166,	7,	34,	169,	6,	1
169,	4,	0,	166,	5,	33
169,	5,	0,	166,	6,	33
169,	6,	0,	166,	7,	33
169,	43,	10,	170,	1,	10
169,	43,	11,	170,	1,	11
169,	43,	12,	170,	1,	12
170,	0,	10,	169,	42,	10
170,	0,	11,	169,	42,	11
170,	0,	12,	169,	42,	12
170,	34,	0,	171,	34,	18
170,	35,	0,	171,	35,	18
170,	36,	0,	171,	36,	18
171,	34,	19,	170,	34,	1
171,	35,	19,	170,	35,	1
171,	36,	19,	170,	36, 1
171,	3,	0,	172,	3,	13
171,	4,	0,	172,	4,	13
171,	5,	0,	172,	5,	13
172,	3,	14,	171,	3,	1
172,	4,	14,	171,	4,	1
172,	5,	14,	171,	5,	1

// // Tutorial
4716,	5,	16,	4715,	16,	6
4716,	6,	16,	4715,	17,	6
4716,	7,	16,	4715,	18,	6
4715,	16,	5,	4716,	5,	15
4715,	17,	5,	4716,	6,	15
4715,	18,	5,	4716,	7,	15

//Region 1

// // Island
1,	21,	50,	2,	7,	13
1,	22,	50,	2,	9,	13
1,	31,	47,	3,	7,	13
1,	32,	47,	3,	9,	13
1,	46,	24,	4,	7,	13
1,	47,	24,	4,	9,	13
2,	7,	14,	1,	21,	51
2,	8,	14,	1,	21,	51
2,	9,	14,	1,	22,	51
3,	7,	14,	1,	31,	48
3,	8,	14,	1,	31,	48
3,	9,	14,	1,	32,	48
4,	7,	14,	1,	46,	25
4,	8,	14,	1,	46,	25
4,	9,	14,	1,	47,	25

// // Island to cave
1,	31,	34,	5,	19,	2
5,	19,	1,	1,	31,	35

// // Cave
5,	6,	23,	6,	8,	1
5,	7,	23,	6,	8,	1
11,	8,	0,	5,	5,	22
11,	8,	14,	12,	8,	1
12,	7,	0,	11,	8,	13
12,	8,	0,	11,	8,	13
12,	9,	0,	11,	8,	13
23,	34,	18,	24,	34,	19
23,	35,	18,	24,	35,	19
24,	31,	5,	25,	31,	6
24,	32,	5,	25,	32,	6
24,	34,	18,	23,	34,	19
24,	35,	18,	23,	35,	19
25,	31,	5,	24,	31,	6
25,	32,	5,	24,	32,	6
25,	4,	2,	11,	8,	13
25,	5,	2,	11,	8,	13

// // Cave to Birdisland
12,	6,	59,	13,	16,	14
13,	16,	13,	12,	6,	58

//Region 2

// // Lumberjack

//Minefield to LumberJack
27,	9,	74,	15,	9,	1
27,	10,	74,	15,	10,	1

27,	21,	74,	15,	21,	1
27,	22,	74,	15,	22,	1
27,	23,	74,	15,	23,	1
27,	24,	74,	15,	24,	1

27,	42,	74,	15,	42,	1
27,	43,	74,	15,	43,	1
27,	44,	74,	15,	44,	1
27,	45,	74,	15,	45,	1
27,	46,	74,	15,	46,	1
27,	47,	74,	15,	47,	1
27,	48,	74,	15,	48,	1
27,	49,	74,	15,	49,	1
27,	50,	74,	15,	50,	1
27,	51,	74,	15,	51,	1
27,	52,	74,	15,	52,	1
27,	53,	74,	15,	53,	1
27,	54,	74,	15,	54,	1
27,	55,	74,	15,	55,	1
27,	56,	74,	15,	56,	1
27,	57,	74,	15,	57,	1
27,	58,	74,	15,	58,	1
27,	59,	74,	15,	59,	1
27,	60,	74,	15,	60,	1
27,	61,	74,	15,	61,	1
27,	62,	74,	15,	62,	1
27,	63,	74,	15,	63,	1
27,	64,	74,	15,	64,	1
27,	65,	74,	15,	65,	1
27,	66,	74,	15,	66,	1
27,	67,	74,	15,	67,	1
27,	68,	74,	15,	68,	1
27,	69,	74,	15,	69,	1
27,	70,	74,	15,	70,	1
27,	71,	74,	15,	71,	1
27,	72,	74,	15,	72,	1
27,	73,	74,	15,	73,	1

// // // Lumberjack to Minefield
15,	9,	0,	27,	9,	73
15,	10,	0,	27,	10,	73
15,	21,	0,	27,	21,	73
15,	22,	0,	27,	22,	73
15,	23,	0,	27,	23,	73
15,	24,	0,	27,	24,	73
15,	42,	0,	27,	42,	73
15,	43,	0,	27,	43,	73
15,	44,	0,	27,	44,	73
15,	45,	0,	27,	45,	73
15,	46,	0,	27,	46,	73
15,	47,	0,	27,	47,	73
15,	48,	0,	27,	48,	73
15,	49,	0,	27,	49,	73
15,	50,	0,	27,	50,	73
15,	51,	0,	27,	51,	73
15,	52,	0,	27,	52,	73
15,	53,	0,	27,	53,	73
15,	54,	0,	27,	54,	73
15,	55,	0,	27,	55,	73
15,	56,	0,	27,	56,	73
15,	57,	0,	27,	57,	73
15,	58,	0,	27,	58,	73
15,	59,	0,	27,	59,	73
15,	60,	0,	27,	60,	73
15,	61,	0,	27,	61,	73
15,	62,	0,	27,	62,	73
15,	63,	0,	27,	63,	73
15,	64,	0,	27,	64,	73
15,	65,	0,	27,	65,	73
15,	66,	0,	27,	66,	73
15,	67,	0,	27,	67,	73
15,	68,	0,	27,	68,	73
